Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote
Myanmar,<200 ,<200 , <200,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,1500 ,1200 , 1800,,2700 ,2200 , 3300,,4400 ,3600 , 5300,,6800 ,5600 , 8100,,9800 ,8100 , 12 000,,13 000 ,11 000 , 16 000,,18 000 ,15 000 , 21 000,,23 000 ,19 000 , 27 000,,29 000 ,24 000 , 34 000,,35 000 ,30 000 , 42 000,,43 000 ,36 000 , 49 000,,50 000 ,43 000 , 58 000,,58 000 ,50 000 , 67 000,,66 000 ,57 000 , 76 000,,74 000 ,64 000 , 85 000,,81 000 ,70 000 , 93 000,,88 000 ,77 000 , 100 000,,95 000 ,83 000 , 110 000,,100 000 ,89 000 , 120 000,,110 000 ,94 000 , 120 000,,110 000 ,99 000 , 130 000,,120 000 ,100 000 , 130 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,98 000 , 140 000,,120 000 ,92 000 , 140 000,,110 000 ,85 000 , 140 000,,110 000 ,79 000 , 130 000,
Namibia,1600 ,1100 , 2400,,2500 ,1800 , 3500,,3600 ,2700 , 5200,,5300 ,4000 , 7600,,7600 ,5900 , 11 000,,11 000 ,8500 , 15 000,,15 000 ,12 000 , 20 000,,20 000 ,17 000 , 26 000,,26 000 ,22 000 , 33 000,,33 000 ,28 000 , 43 000,,41 000 ,35 000 , 52 000,,49 000 ,42 000 , 61 000,,57 000 ,50 000 , 71 000,,66 000 ,58 000 , 81 000,,74 000 ,65 000 , 89 000,,80 000 ,71 000 , 95 000,,85 000 ,76 000 , 99 000,,87 000 ,79 000 , 100 000,,87 000 ,78 000 , 100 000,,84 000 ,74 000 , 98 000,,81 000 ,71 000 , 95 000,,77 000 ,67 000 , 92 000,,73 000 ,63 000 , 89 000,,70 000 ,59 000 , 87 000,,66 000 ,56 000 , 84 000,,64 000 ,52 000 , 83 000,,62 000 ,50 000 , 82 000,,61 000 ,48 000 , 84 000,,60 000 ,47 000 , 85 000,,60 000 ,46 000 , 85 000,,58 000 ,44 000 , 83 000,,56 000 ,43 000 , 81 000,,52 000 ,40 000 , 78 000,
Nepal,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,1100 ,<1000 , 1300,,1900 ,1500 , 2300,,3000 ,2400 , 3800,,4500 ,3600 , 5800,,6300 ,5000 , 8200,,8400 ,6700 , 11 000,,11 000 ,8900 , 13 000,,13 000 ,11 000 , 16 000,,16 000 ,14 000 , 18 000,,18 000 ,16 000 , 21 000,,20 000 ,18 000 , 23 000,,22 000 ,19 000 , 26 000,,24 000 ,21 000 , 28 000,,25 000 ,22 000 , 29 000,,26 000 ,23 000 , 30 000,,27 000 ,23 000 , 31 000,,27 000 ,24 000 , 32 000,,27 000 ,24 000 , 32 000,,27 000 ,23 000 , 32 000,,27 000 ,23 000 , 31 000,,26 000 ,22 000 , 30 000,,25 000 ,21 000 , 28 000,,23 000 ,19 000 , 27 000,,21 000 ,17 000 , 25 000,
Netherlands,<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1400 ,1200 , 1700,"Children estimates were not available at the time of publication.",1700 ,1400 , 2000,"Children estimates were not available at the time of publication.",1900 ,1500 , 2300,"Children estimates were not available at the time of publication.",1900 ,1500 , 2200,"Children estimates were not available at the time of publication.",1800 ,1400 , 2200,"Children estimates were not available at the time of publication.",1700 ,1400 , 2200,"Children estimates were not available at the time of publication.",1600 ,1300 , 2100,"Children estimates were not available at the time of publication.",1500 ,1200 , 2000,"Children estimates were not available at the time of publication.",1400 ,1100 , 1900,"Children estimates were not available at the time of publication.",1300 ,1000 , 1800,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1700,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1400,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1400,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
New Zealand,<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication."
Nicaragua,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<500 ,<200 , 1100,,<500 ,<200 , 1300,,<500 ,<500 , 1600,,<1000 ,<500 , 1700,,<1000 ,<500 , 1800,,<1000 ,<1000 , 2000,,1100 ,<1000 , 2200,,1300 ,<1000 , 2400,,1600 ,1100 , 2600,,1900 ,1300 , 2900,,2100 ,1500 , 3200,,2400 ,1800 , 3500,,2700 ,2000 , 3700,,3000 ,2200 , 4000,,3300 ,2500 , 4400,,3600 ,2700 , 4800,,3900 ,3000 , 5000,,4100 ,3100 , 5300,,4500 ,3300 , 5700,,4700 ,3500 , 6000,,5000 ,3600 , 6400,,5300 ,3800 , 6700,,5500 ,3900 , 7100,,5600 ,4000 , 7300,,5700 ,4000 , 7500,,5900 ,4100 , 7800,,6100 ,4200 , 8100,
Niger,1400 ,1000 , 2000,,2000 ,1500 , 2900,,2800 ,2200 , 4000,,4000 ,3100 , 5500,,5400 ,4300 , 7300,,7200 ,5800 , 9700,,9500 ,7700 , 12 000,,12 000 ,10 000 , 16 000,,15 000 ,13 000 , 20 000,,19 000 ,16 000 , 24 000,,23 000 ,19 000 , 28 000,,27 000 ,23 000 , 33 000,,31 000 ,27 000 , 38 000,,36 000 ,31 000 , 43 000,,40 000 ,35 000 , 48 000,,44 000 ,39 000 , 53 000,,48 000 ,42 000 , 57 000,,51 000 ,45 000 , 61 000,,54 000 ,47 000 , 63 000,,56 000 ,49 000 , 65 000,,57 000 ,50 000 , 66 000,,58 000 ,50 000 , 67 000,,58 000 ,50 000 , 67 000,,57 000 ,50 000 , 66 000,,57 000 ,49 000 , 65 000,,57 000 ,49 000 , 65 000,,56 000 ,49 000 , 64 000,,55 000 ,47 000 , 62 000,,53 000 ,45 000 , 60 000,,50 000 ,43 000 , 57 000,,48 000 ,41 000 , 54 000,,45 000 ,38 000 , 51 000,,42 000 ,36 000 , 48 000,
Nigeria,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
North Macedonia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Norway,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Oman,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,
Pakistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , 1000,,1800 ,1500 , 2100,,3100 ,2600 , 3700,,5100 ,4200 , 6100,,8000 ,6600 , 9500,,12 000 ,9800 , 14 000,,17 000 ,14 000 , 20 000,,22 000 ,19 000 , 27 000,,29 000 ,25 000 , 35 000,,37 000 ,31 000 , 44 000,,46 000 ,39 000 , 54 000,,55 000 ,47 000 , 65 000,,65 000 ,56 000 , 76 000,,75 000 ,65 000 , 88 000,,86 000 ,74 000 , 100 000,,98 000 ,85 000 , 110 000,,110 000 ,98 000 , 130 000,
Panama,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1300,,1200 ,<1000 , 1700,,1600 ,1300 , 2100,,2000 ,1600 , 2600,,2500 ,2100 , 3100,,3000 ,2600 , 3600,,3400 ,3000 , 4100,,3900 ,3500 , 4600,,4400 ,3900 , 5100,,4900 ,4400 , 5500,,5400 ,4900 , 6000,,6000 ,5500 , 6600,,6500 ,5900 , 7100,,7000 ,6400 , 7700,,7500 ,6900 , 8200,,8000 ,7400 , 8700,,8300 ,7700 , 9000,,8700 ,8000 , 9400,,9100 ,8300 , 9800,,9400 ,8600 , 10 000,,9700 ,8900 , 10 000,,10 000 ,9200 , 11 000,,10 000 ,9400 , 11 000,,10 000 ,9400 , 11 000,,11 000 ,9400 , 12 000,,11 000 ,9400 , 12 000,,11 000 ,9500 , 12 000,,11 000 ,9700 , 12 000,,12 000 ,10 000 , 13 000,
Papua New Guinea,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1500,,1400 ,<1000 , 2000,,1800 ,1300 , 2700,,2400 ,1700 , 3400,,3100 ,2300 , 4400,,3900 ,2900 , 5500,,4900 ,3700 , 6600,,6000 ,4700 , 7900,,7200 ,5800 , 9200,,8300 ,6800 , 10 000,,9200 ,7500 , 11 000,,10 000 ,8200 , 13 000,,11 000 ,8900 , 14 000,,12 000 ,9900 , 15 000,,13 000 ,11 000 , 16 000,,14 000 ,12 000 , 18 000,,15 000 ,13 000 , 19 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 20 000,,16 000 ,13 000 , 20 000,,16 000 ,13 000 , 21 000,,17 000 ,13 000 , 21 000,,17 000 ,13 000 , 22 000,,17 000 ,13 000 , 23 000,,18 000 ,13 000 , 23 000,
Paraguay,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1000,,1100 ,<1000 , 1300,,1500 ,1200 , 1700,,1800 ,1500 , 2000,,2100 ,1800 , 2300,,2400 ,2100 , 2700,,2600 ,2300 , 3000,,2800 ,2500 , 3200,,3000 ,2600 , 3300,,3100 ,2600 , 3500,,3300 ,2800 , 3700,,3600 ,3000 , 4100,,4000 ,3300 , 4500,,4300 ,3600 , 4900,,4700 ,3900 , 5300,,5000 ,4200 , 5700,,5300 ,4400 , 6000,,5600 ,4600 , 6400,,5900 ,4900 , 6700,,6100 ,5100 , 7100,,6300 ,5200 , 7300,
Peru,13 000 ,6500 , 28 000,,17 000 ,9200 , 33 000,,22 000 ,13 000 , 41 000,,27 000 ,16 000 , 50 000,,33 000 ,21 000 , 57 000,,39 000 ,26 000 , 64 000,,45 000 ,31 000 , 71 000,,51 000 ,36 000 , 76 000,,56 000 ,40 000 , 82 000,,61 000 ,45 000 , 86 000,,65 000 ,49 000 , 89 000,,69 000 ,53 000 , 91 000,,71 000 ,56 000 , 92 000,,73 000 ,57 000 , 92 000,,73 000 ,59 000 , 92 000,,73 000 ,59 000 , 90 000,,72 000 ,59 000 , 88 000,,71 000 ,59 000 , 85 000,,68 000 ,58 000 , 82 000,,66 000 ,57 000 , 78 000,,63 000 ,54 000 , 75 000,,60 000 ,51 000 , 71 000,,57 000 ,48 000 , 68 000,,53 000 ,45 000 , 63 000,,51 000 ,42 000 , 60 000,,49 000 ,40 000 , 58 000,,47 000 ,38 000 , 57 000,,45 000 ,35 000 , 54 000,,42 000 ,32 000 , 52 000,,38 000 ,28 000 , 49 000,,35 000 ,25 000 , 45 000,,31 000 ,22 000 , 42 000,,28 000 ,20 000 , 38 000,
Philippines,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1100 ,<1000 , 1300,,1400 ,1100 , 1700,,1800 ,1400 , 2100,,2200 ,1700 , 2600,,2700 ,2000 , 3200,,3300 ,2500 , 4000,,4000 ,2900 , 4800,,4600 ,3300 , 5600,,5300 ,3800 , 6600,,6100 ,4300 , 7600,,7000 ,4900 , 8900,,8000 ,5600 , 10 000,,9400 ,6500 , 13 000,,11 000 ,7700 , 15 000,
Poland,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1200,,1200 ,1000 , 1400,,1300 ,1100 , 1500,,1400 ,1100 , 1600,,1500 ,1200 , 1800,,1600 ,1300 , 1900,,1700 ,1300 , 2100,,1800 ,1300 , 2200,,1900 ,1400 , 2400,,2000 ,1400 , 2400,,2000 ,1400 , 2500,,2100 ,1400 , 2600,,2100 ,1500 , 2700,,2100 ,1400 , 2800,,2100 ,1500 , 2900,,2100 ,1500 , 2900,,2100 ,1400 , 2900,,... ,... , ...,
Portugal,<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1500 ,1300 , 1800,"Children estimates were not available at the time of publication.",2000 ,1700 , 2300,"Children estimates were not available at the time of publication.",2500 ,2200 , 3000,"Children estimates were not available at the time of publication.",3200 ,2800 , 3700,"Children estimates were not available at the time of publication.",3800 ,3300 , 4300,"Children estimates were not available at the time of publication.",4400 ,3900 , 5000,"Children estimates were not available at the time of publication.",5100 ,4600 , 5800,"Children estimates were not available at the time of publication.",5700 ,5100 , 6400,"Children estimates were not available at the time of publication.",6400 ,5700 , 7100,"Children estimates were not available at the time of publication.",7000 ,6300 , 7700,"Children estimates were not available at the time of publication.",7600 ,6900 , 8300,"Children estimates were not available at the time of publication.",8200 ,7300 , 9000,"Children estimates were not available at the time of publication.",8700 ,7800 , 9600,"Children estimates were not available at the time of publication.",9200 ,8200 , 10 000,"Children estimates were not available at the time of publication.",9700 ,8500 , 11 000,"Children estimates were not available at the time of publication.",10 000 ,8700 , 11 000,"Children estimates were not available at the time of publication.",10 000 ,8900 , 12 000,"Children estimates were not available at the time of publication.",11 000 ,8800 , 12 000,"Children estimates were not available at the time of publication.",11 000 ,8600 , 12 000,"Children estimates were not available at the time of publication.",10 000 ,8300 , 12 000,"Children estimates were not available at the time of publication.",10 000 ,7800 , 12 000,"Children estimates were not available at the time of publication.",9900 ,7400 , 12 000,"Children estimates were not available at the time of publication.",9400 ,6900 , 11 000,"Children estimates were not available at the time of publication.",9000 ,6400 , 11 000,"Children estimates were not available at the time of publication.",8100 ,5800 , 10 000,"Children estimates were not available at the time of publication.",7400 ,5400 , 9500,"Children estimates were not available at the time of publication.",6800 ,4900 , 8900,"Children estimates were not available at the time of publication.",6200 ,4600 , 8500,"Children estimates were not available at the time of publication.",5700 ,4200 , 7900,"Children estimates were not available at the time of publication."
